Year,Month,Day,Wholesaler (3MPa Area),Household use (3MPa Area),Business use (3MPa Area),Industrial use (3MPa Area),Power Gen use (3MPa Area),Wholesaler (7MPa Area),Household use (7MPa Area),Business use (7MPa Area),Industrial use (7MPa Area),Power Gen use (7MPa Area),3M Power Plant1,3M Power Plant2,7M Power Plant1
2022,3,15,1446.099147,2410.165245,1928.132196,4820.33049,1752.682757,1704.331138,2840.551896,2272.441517,5681.103792,2065.661821,2344.258824,586.064706,2762.876471
2022,3,16,1383.760271,2306.267119,1845.013695,4612.534238,1817.880413,1630.86032,2718.100533,2174.480427,5436.201067,2142.501916,2485.947059,621.486765,2929.866176
2022,3,17,1376.643129,2294.405215,1835.524172,4588.810431,2341.344921,1622.47226,2704.120433,2163.296346,5408.240865,2759.442228,2365.958824,591.489706,2788.451471
2022,3,18,1726.709569,2877.849281,2302.279425,5755.698562,3259.364803,2035.050563,3391.750938,2713.400751,6783.501876,3841.394233,2995.011765,748.752941,3529.835294
2022,3,19,1349.246261,2248.743768,1798.995014,4497.487536,2771.350372,1590.183093,2650.305155,2120.244124,5300.61031,3266.234367,2826.805882,706.701471,3331.592647
2022,3,20,1222.439086,2037.398476,1629.918781,4074.796952,1688.390967,1440.73178,2401.219633,1920.975706,4802.439265,1989.889354,2238.270588,559.567647,2637.961765
2022,3,21,1463.602578,2439.337631,1951.470105,4878.675261,1816.055409,1724.960182,2874.933636,2299.946909,5749.867272,2140.351017,2685.2,671.3,3164.7
2022,3,22,1938.024502,3230.040837,2584.03267,6460.081674,3437.872776,2284.100306,3806.833844,3045.467075,7613.667687,4051.778629,3031.988235,757.997059,3573.414706
2022,3,23,1893.541968,3155.903279,2524.722623,6311.806559,3341.27803,2231.674462,3719.457436,2975.565949,7438.914873,3937.934821,2945.6,736.4,3471.6
2022,3,24,1776.348496,2960.580827,2368.464662,5921.161654,2857.52305,2093.553585,3489.255975,2791.40478,6978.511949,3367.795023,2890.917647,722.729412,3407.152941
2022,3,25,1605.968775,2676.614625,2141.2917,5353.229251,2447.584173,1892.748914,3154.581523,2523.665218,6309.163046,2884.652775,2708.052941,677.013235,3191.633824
2022,3,26,1297.975009,2163.291682,1730.633346,4326.583365,2182.624794,1529.756261,2549.593769,2039.675015,5099.187537,2572.379222,2350.023529,587.505882,2769.670588
2022,3,27,1042.09064,1736.817733,1389.454186,3473.635466,1283.851155,1228.178254,2046.963757,1637.571005,4093.927513,1513.11029,1801.141176,450.285294,2122.773529
2022,3,28,1478.540118,2464.23353,1971.386824,4928.46706,1566.972467,1742.565139,2904.275232,2323.420186,5808.550464,1846.788979,2154.270588,538.567647,2538.961765
2022,3,29,1602.414063,2670.690105,2136.552084,5341.380209,2880.478294,1888.559431,3147.599052,2518.079242,6295.198104,3394.849417,2766.729412,691.682353,3260.788235
2022,3,30,1359.490898,2265.818164,1812.654531,4531.636328,1315.914833,1602.25713,2670.42855,2136.34284,5340.857101,1550.899625,2149.288235,537.322059,2533.089706
2022,3,31,1334.107191,2223.511985,1778.809588,4447.023971,1339.570215,1572.340618,2620.567697,2096.454158,5241.135394,1578.779182,2270.347059,567.586765,2675.766176
2022,4,1,1589.959706,2649.932843,2119.946274,5299.865685,2707.554509,1873.881082,3123.135136,2498.508109,6246.270272,3191.046385,2172.470588,543.117647,2560.411765
2022,4,2,1359.508232,2265.847054,1812.677643,4531.694107,2555.453292,1602.277559,2670.462599,2136.370079,5340.925198,3011.784236,1953.823529,488.455882,2302.720588
2022,4,3,1341.267984,2235.44664,1788.357312,4470.89328,2651.392161,1580.780124,2634.63354,2107.706832,5269.26708,3124.855047,1798.176471,449.544118,2119.279412
2022,4,4,1688.243004,2813.738341,2250.990673,5627.476682,2960.659497,1989.71497,3316.191616,2652.953293,6632.383232,3489.348693,2294.764706,573.691176,2704.544118
2022,4,5,1548.802117,2581.336862,2065.069489,5162.673724,2485.914529,1825.373924,3042.289873,2433.831898,6084.579746,2929.827838,2067.470588,516.867647,2436.661765
2022,4,6,1429.605288,2382.67548,1906.140384,4765.35096,2153.729527,1684.891947,2808.153245,2246.522596,5616.306489,2538.324085,2032.882353,508.220588,2395.897059
2022,4,7,1438.075837,2396.793062,1917.434449,4793.586124,1908.510528,1694.875094,2824.791823,2259.833458,5649.583646,2249.31598,2028.352941,507.088235,2390.558824
2022,4,8,1372.843434,2288.072389,1830.457912,4576.144779,1603.340503,1617.994047,2696.656745,2157.325396,5393.313489,1889.651307,1894.941176,473.735294,2233.323529
2022,4,9,1051.899061,1753.165102,1402.532081,3506.330204,1338.840765,1239.738179,2066.230299,1652.984239,4132.460597,1577.919473,1786.235294,446.558824,2105.205882
2022,4,10,966.120279,1610.200464,1288.160371,3220.400929,1232.908121,1138.641757,1897.736261,1518.189009,3795.472523,1453.070286,1589.823529,397.455882,1873.720588
2022,4,11,1225.533334,2042.555557,1634.044446,4085.111114,1632.008008,1444.378573,2407.297621,1925.838097,4814.595242,1923.438009,1661.552941,415.388235,1958.258824
2022,4,12,1214.984134,2024.973556,1619.978845,4049.947112,1422.804878,1431.945586,2386.575977,1909.260781,4773.151954,1676.877177,1728.794118,432.198529,2037.507353
2022,4,13,1198.528792,1997.547987,1598.038389,3995.095974,1631.88394,1412.551791,2354.252985,1883.402388,4708.505969,1923.291786,1745.017647,436.254412,2056.627941
2022,4,14,1352.484335,2254.140559,1803.312447,4508.281118,2032.594656,1593.999395,2656.665659,2125.332527,5313.331317,2395.557987,1888.064706,472.016176,2225.219118
2022,4,15,1470.706958,2451.178263,1960.94261,4902.356525,2478.323841,1733.3332,2888.888667,2311.110933,5777.777334,2920.881669,1750.205882,437.551471,2062.742647
2022,4,16,1215.278815,2025.464692,1620.371754,4050.929385,1746.040599,1432.29289,2387.154816,1909.723853,4774.309632,2057.833563,1499.894118,374.973529,1767.732353
2022,4,17,1092.636283,1821.060471,1456.848377,3642.120943,1754.147041,1287.749905,2146.249841,1716.999873,4292.499683,2067.387583,1391.064706,347.766176,1639.469118
2022,4,18,1276.555197,2127.591995,1702.073596,4255.18399,2221.828009,1504.511482,2507.519137,2006.015309,5015.038274,2618.583011,1421.452941,355.363235,1675.283824
2022,4,19,1346.234328,2243.72388,1794.979104,4487.447761,2042.119844,1586.633315,2644.388859,2115.511087,5288.777718,2406.784102,1380.4,345.1,1626.9
2022,4,20,1541.549799,2569.249666,2055.399733,5138.499331,2549.058848,1816.826549,3028.044249,2422.435399,6056.088498,3004.247928,1459.952941,364.988235,1720.658824
2022,4,21,1347.232598,2245.387663,1796.310131,4490.775327,2461.363134,1587.809848,2646.349746,2117.079797,5292.699492,2900.892265,1900.747059,475.186765,2240.166176
2022,4,22,1189.74827,1982.913783,1586.331026,3965.827565,1951.625258,1402.203318,2337.00553,1869.604424,4674.011059,2300.129768,1627.541176,406.885294,1918.173529
2022,4,23,1001.522439,1669.204065,1335.363252,3338.40813,1737.187359,1180.365732,1967.27622,1573.820976,3934.552439,2047.399387,1294.135294,323.533824,1525.230882
2022,4,24,915.686027,1526.143379,1220.914703,3052.286757,2152.43143,1079.201389,1798.668982,1438.935185,3597.337964,2536.794185,1319.541176,329.885294,1555.173529
2022,4,25,1137.732793,1896.221322,1516.977058,3792.442644,1973.616347,1340.899363,2234.832272,1787.865818,4469.664545,2326.047838,1435.576471,358.894118,1691.929412
2022,4,26,1208.261844,2013.769741,1611.015792,4027.539481,2593.845928,1424.022888,2373.37148,1898.697184,4746.74296,3057.032701,1570.264706,392.566176,1850.669118
2022,4,27,1152.63212,1921.053533,1536.842826,3842.107065,2080.597244,1358.459284,2264.098806,1811.279045,4528.197612,2452.132466,1672.423529,418.105882,1971.070588
2022,4,28,1080.73439,1801.223983,1440.979186,3602.447966,1769.77513,1273.722674,2122.871123,1698.296898,4245.742246,2085.806404,1496.476471,374.119118,1763.704412
2022,4,29,954.961734,1591.60289,1273.282312,3183.20578,1974.803022,1125.490615,1875.817692,1500.654153,3751.635383,2327.446419,1811.929412,452.982353,2135.488235
2022,4,30,857.703718,1429.506197,1143.604958,2859.012394,1555.589126,1010.865096,1684.775161,1347.820129,3369.550322,1833.372899,1245.958824,311.489706,1468.451471
2022,5,1,959.558769,1599.264615,1279.411692,3198.529231,1721.084872,1130.908549,1884.847582,1507.878066,3769.695165,2028.421457,882.658824,220.664706,1040.276471
2022,5,2,1016.097171,1693.495285,1354.796228,3386.990571,1892.67976,1197.543095,1995.905158,1596.724126,3991.810316,2230.658289,1219.482353,304.870588,1437.247059
2022,5,3,935.705282,1559.508803,1247.607042,3119.017605,1786.305531,1102.79551,1837.992517,1470.394014,3675.985035,2105.288661,794.047059,198.511765,935.841176
2022,5,4,840.325428,1400.542381,1120.433905,2801.084761,1515.947951,990.383541,1650.639234,1320.511388,3301.278469,1786.652942,867.794118,216.948529,1022.757353
2022,5,5,869.849729,1449.749549,1159.799639,2899.499097,1626.118379,1025.180038,1708.633397,1366.906717,3417.266793,1916.496661,959.082353,239.770588,1130.347059
2022,5,6,998.339697,1663.899494,1331.119595,3327.798989,1617.773373,1176.614642,1961.024404,1568.819523,3922.048808,1906.661475,1063.752941,265.938235,1253.708824
2022,5,7,945.456427,1575.760711,1260.608569,3151.521422,1709.564347,1114.287931,1857.146552,1485.717242,3714.293105,2014.843695,1186.376471,296.594118,1398.229412
2022,5,8,876.391855,1460.653091,1168.522473,2921.306182,1596.044432,1032.8904,1721.484,1377.1872,3442.968,1881.052366,1363.970588,340.992647,1607.536765
2022,5,9,1184.691867,1974.486445,1579.589156,3948.972889,2070.823578,1396.243986,2327.07331,1861.658648,4654.146619,2440.613503,1888.764706,472.191176,2226.044118
2022,5,10,1206.41317,2010.688617,1608.550893,4021.377233,1722.694677,1421.844093,2369.740155,1895.792124,4739.480311,2030.318726,1764.082353,441.020588,2079.097059
2022,5,11,1220.347765,2033.912942,1627.130353,4067.825883,1803.196172,1438.267009,2397.111681,1917.689345,4794.223362,2125.195488,1839.476471,459.869118,2167.954412
2022,5,12,1235.38378,2058.972967,1647.178373,4117.945934,1948.925503,1455.988027,2426.646711,1941.317369,4853.293422,2296.947915,1612.141176,403.035294,1900.023529
2022,5,13,1236.709986,2061.18331,1648.946648,4122.366619,2020.308192,1457.551055,2429.251758,1943.401406,4858.503515,2381.077512,1679.711765,419.927941,1979.660294
2022,5,14,976.309487,1627.182478,1301.745983,3254.364957,1702.718406,1150.650467,1917.750778,1534.200623,3835.501556,2006.775265,1389.952941,347.488235,1638.158824
2022,5,15,899.503504,1499.172507,1199.338005,2998.345014,1273.109823,1060.12913,1766.881883,1413.505506,3533.763766,1500.450862,1366.688235,341.672059,1610.739706
2022,5,16,1237.27468,2062.124467,1649.699574,4124.248934,1888.422836,1458.216588,2430.360979,1944.288783,4860.721958,2225.6412,1469.217647,367.304412,1731.577941
2022,5,17,1124.54335,1874.238917,1499.391134,3748.477835,1794.929092,1325.354663,2208.924438,1767.139551,4417.848876,2115.452144,1735.547059,433.886765,2045.466176
2022,5,18,1224.419251,2040.698751,1632.559001,4081.397503,1454.918936,1443.065546,2405.109243,1924.087394,4810.218486,1714.725889,1613.705882,403.426471,1901.867647
2022,5,19,1194.998926,1991.664876,1593.331901,3983.329752,1515.336841,1408.391591,2347.319318,1877.855455,4694.638636,1785.932705,1740.941176,435.235294,2051.823529
2022,5,20,1162.465367,1937.442279,1549.953823,3874.884558,1716.919546,1370.048469,2283.414114,1826.731292,4566.828229,2023.512323,1942.952941,485.738235,2289.908824
2022,5,21,941.140711,1568.567851,1254.854281,3137.135703,1980.957192,1109.201552,1848.669253,1478.935403,3697.338507,2334.699547,2012.335294,503.083824,2371.680882
2022,5,22,862.000073,1436.666789,1149.333431,2873.333578,1339.971046,1015.928658,1693.21443,1354.571544,3386.42886,1579.25159,1755.764706,438.941176,2069.294118
2022,5,23,1160.839805,1934.733009,1547.786407,3869.466017,1615.600991,1368.132628,2280.221046,1824.176837,4560.442092,1904.101168,1970.5,492.625,2322.375
2022,5,24,1152.760736,1921.267893,1537.014315,3842.535787,1660.204875,1358.610868,2264.351446,1811.481157,4528.702892,1956.670032,1961.4,490.35,2311.65
2022,5,25,1178.330017,1963.883362,1571.106689,3927.766723,1533.149274,1388.746091,2314.576819,1851.661455,4629.153638,1806.92593,1785.288235,446.322059,2104.089706
2022,5,26,1245.871721,2076.452868,1661.162294,4152.905735,1621.161481,1468.348814,2447.248023,1957.798418,4894.496045,1910.654602,1521.017647,380.254412,1792.627941
2022,5,27,1243.11072,2071.8512,1657.48096,4143.702399,1760.890788,1465.094777,2441.824628,1953.459702,4883.649256,2075.335571,1592.541176,398.135294,1876.923529
2022,5,28,988.407381,1647.345635,1317.876508,3294.69127,1245.364452,1164.908699,1941.514498,1553.211599,3883.028997,1467.750961,1693.547059,423.386765,1995.966176
2022,5,29,887.909287,1479.848811,1183.879049,2959.697623,1158.186541,1046.464517,1744.107528,1395.286022,3488.215056,1365.005566,1525.752941,381.438235,1798.208824
2022,5,30,1209.410487,2015.684145,1612.547316,4031.368289,1574.255337,1425.376645,2375.627742,1900.502194,4751.255484,1855.372362,2073.070588,518.267647,2443.261765
2022,5,31,1184.209149,1973.681915,1578.945532,3947.363831,1828.147114,1395.675069,2326.125114,1860.900092,4652.250229,2154.601955,2403.511765,600.877941,2832.710294
2022,6,1,1223.588794,2039.314657,1631.451726,4078.629314,1780.438461,1442.086793,2403.477988,1922.782391,4806.955977,2098.3739,1930.311765,482.577941,2275.010294
2022,6,2,1241.973687,2069.956145,1655.964916,4139.91229,1815.865093,1463.754703,2439.591171,1951.672937,4879.182342,2140.126717,1803.117647,450.779412,2125.102941
2022,6,3,1165.176876,1941.96146,1553.569168,3883.922921,1994.202361,1373.244176,2288.740293,1830.992234,4577.480585,2350.309925,2102.635294,525.658824,2478.105882
2022,6,4,949.91524,1583.192066,1266.553653,3166.384132,1512.905729,1119.542961,1865.904935,1492.723948,3731.80987,1783.067466,1850.882353,462.720588,2181.397059
2022,6,5,897.10696,1495.178267,1196.142614,2990.356534,1572.474641,1057.304632,1762.174386,1409.739509,3524.348773,1853.273684,1735.958824,433.989706,2045.951471
2022,6,6,1195.385092,1992.308487,1593.84679,3984.616974,1967.022985,1408.846716,2348.07786,1878.462288,4696.155719,2318.277089,2570.605882,642.651471,3029.642647
2022,6,7,1256.762876,2094.604794,1675.683835,4189.209588,1848.971693,1481.184819,2468.641364,1974.913092,4937.282729,2179.14521,2461.035294,615.258824,2900.505882
2022,6,8,1264.672637,2107.787728,1686.230182,4215.575455,1947.491376,1490.507036,2484.178393,1987.342715,4968.356786,2295.257693,2573.9,643.475,3033.525
2022,6,9,1167.566173,1945.943621,1556.754897,3891.887242,1424.300526,1376.060132,2293.433553,1834.746843,4586.867107,1678.639906,2708.547059,677.136765,3192.216176
2022,6,10,1178.184892,1963.641487,1570.91319,3927.282974,1528.429916,1388.575052,2314.291753,1851.433402,4628.583505,1801.363829,2593.417647,648.354412,3056.527941
2022,6,11,933.349067,1555.581778,1244.465422,3111.163556,1939.912308,1100.018543,1833.364238,1466.691391,3666.728477,2286.32522,2366.988235,591.747059,2789.664706
2022,6,12,849.31345,1415.522416,1132.417933,2831.044833,1479.137434,1000.976566,1668.294276,1334.635421,3336.588553,1743.269119,2125.858824,531.464706,2505.476471
2022,6,13,1144.516259,1907.527098,1526.021678,3815.054196,1687.661096,1348.894162,2248.156937,1798.52555,4496.313874,1989.029149,2496.241176,624.060294,2941.998529
2022,6,14,1192.865473,1988.109122,1590.487298,3976.218245,1804.64773,1405.877165,2343.128609,1874.502887,4686.257217,2126.906253,2751,687.75,3242.25
2022,6,15,1167.52424,1945.873734,1556.698987,3891.747468,1913.965407,1376.010712,2293.351186,1834.680949,4586.702373,2255.744943,2682.935294,670.733824,3162.030882
2022,6,16,1202.84159,2004.735984,1603.788787,4009.471968,2025.535442,1417.634731,2362.724552,1890.179642,4725.449105,2387.238199,2280.929412,570.232353,2688.238235
2022,6,17,1205.733007,2009.555011,1607.644009,4019.110022,2328.902213,1421.042472,2368.40412,1894.723296,4736.808241,2744.777608,2299.005882,574.751471,2709.542647
2022,6,18,954.143595,1590.239326,1272.19146,3180.478651,2305.786312,1124.52638,1874.210634,1499.368507,3748.421268,2717.533867,1695.276471,423.819118,1998.004412
2022,6,19,860.765339,1434.608898,1147.687118,2869.217795,1984.992981,1014.473435,1690.789058,1352.631246,3381.578116,2339.456014,1599.211765,399.802941,1884.785294
2022,6,20,1117.604152,1862.673587,1490.13887,3725.347174,2547.101791,1317.176322,2195.29387,1756.235096,4390.587741,3001.941396,1902.641176,475.660294,2242.398529
2022,6,21,1143.297039,1905.495066,1524.396053,3810.990132,2837.165973,1347.457225,2245.762042,1796.609633,4491.524084,3343.802754,1998.541176,499.635294,2355.423529
2022,6,22,1173.69392,1956.156534,1564.925227,3912.313068,2660.340759,1383.28212,2305.470201,1844.376161,4610.940401,3135.401609,1968.894118,492.223529,2320.482353
2022,6,23,1219.824196,2033.040327,1626.432262,4066.080654,2273.901249,1437.649946,2396.083243,1916.866594,4792.166486,2679.955043,2313.705882,578.426471,2726.867647
2022,6,24,1219.871996,2033.119994,1626.495995,4066.239988,2293.839239,1437.706282,2396.177136,1916.941709,4792.354272,2703.453389,2097.776471,524.444118,2472.379412
2022,6,25,931.902489,1553.170816,1242.536652,3106.341631,2543.294313,1098.313648,1830.522747,1464.418198,3661.045494,2997.454012,1941.511765,485.377941,2288.210294
2022,6,26,848.638068,1414.396781,1131.517424,2828.793561,2185.46728,1000.180581,1666.967634,1333.574107,3333.935268,2575.729295,1731.388235,432.847059,2040.564706
2022,6,27,1223.62443,2039.37405,1631.49924,4078.748099,2733.186968,1442.128792,2403.547987,1922.83839,4807.095974,3221.25607,2664.2,666.05,3139.95
2022,6,28,1310.116891,2183.528151,1746.822521,4367.056302,2887.544987,1544.066335,2573.443892,2058.755114,5146.887785,3403.178021,2808.358824,702.089706,3309.851471
2022,6,29,1315.053672,2191.75612,1753.404896,4383.51224,2931.623891,1549.884685,2583.141142,2066.512913,5166.282283,3455.128157,2835.905882,708.976471,3342.317647
2022,6,30,1420.811935,2368.019891,1894.415913,4736.039782,3024.797725,1674.528352,2790.880586,2232.704469,5581.761172,3564.940176,2715.547059,678.886765,3200.466176
2022,7,1,1307.319867,2178.866446,1743.093156,4357.732891,2915.859771,1540.769844,2567.949739,2054.359792,5135.899479,3436.549016,2771.958824,692.989706,3266.951471
2022,7,2,986.059285,1643.432142,1314.745714,3286.864284,2834.439559,1162.1413,1936.902167,1549.521734,3873.804335,3340.58948,2716.329412,679.082353,3201.388235
2022,7,3,861.642025,1436.070041,1148.856033,2872.140083,2712.255752,1015.506672,1692.51112,1354.008896,3385.02224,3196.587137,2648.841176,662.210294,3121.848529
2022,7,4,1249.232809,2082.054682,1665.643746,4164.109364,3164.6053,1472.310097,2453.850161,1963.080129,4907.700322,3729.713389,2800.041176,700.010294,3300.048529
2022,7,5,1263.456283,2105.760472,1684.608378,4211.520945,3176.614577,1489.073477,2481.789128,1985.431303,4963.578256,3743.86718,2829.235294,707.308824,3334.455882
2022,7,6,1254.378185,2090.630308,1672.504246,4181.260616,3137.475825,1478.374289,2463.957149,1971.165719,4927.914298,3697.739365,2731.976471,682.994118,3219.829412
2022,7,7,1241.36115,2068.935251,1655.148201,4137.870501,3087.150471,1463.032784,2438.387974,1950.710379,4876.775948,3638.42734,2752.070588,688.017647,3243.511765
2022,7,8,1185.119877,1975.199795,1580.159836,3950.39959,3009.494672,1396.748427,2327.914044,1862.331235,4655.828089,3546.904435,3001.641176,750.410294,3537.648529
2022,7,9,949.315268,1582.192114,1265.753691,3164.384228,2574.420273,1118.835852,1864.72642,1491.781136,3729.45284,3034.138179,2961.247059,740.311765,3490.041176
2022,7,10,900.471917,1500.786529,1200.629223,3001.573058,2348.873698,1061.270474,1768.784124,1415.027299,3537.568247,2768.31543,2602.105882,650.526471,3066.767647
2022,7,11,1276.462892,2127.438153,1701.950522,4254.876306,3110.472126,1504.402694,2507.337823,2005.870259,5014.675647,3665.913577,2884.082353,721.020588,3399.097059
2022,7,12,1240.968324,2068.280539,1654.624432,4136.561079,3234.391856,1462.56981,2437.61635,1950.09308,4875.2327,3811.96183,2912.329412,728.082353,3432.388235
2022,7,13,1203.692489,2006.154148,1604.923318,4012.308296,2885.138142,1418.637576,2364.39596,1891.516768,4728.79192,3400.341382,3023.547059,755.886765,3563.466176
2022,7,14,1249.003783,2081.672971,1665.338377,4163.345942,2652.645484,1472.040172,2453.400287,1962.72023,4906.800575,3126.332178,2975.041176,743.760294,3506.298529
2022,7,15,1187.469581,1979.115968,1583.292774,3958.231936,2482.342199,1399.51772,2332.529534,1866.023627,4665.059068,2925.617592,3004.482353,751.120588,3540.997059
2022,7,16,935.122648,1558.537747,1246.830197,3117.075493,1831.889652,1102.108835,1836.848059,1469.478447,3673.696117,2159.012805,2841.752941,710.438235,3349.208824
2022,7,17,820.592038,1367.653396,1094.122717,2735.306793,2044.993909,967.12633,1611.877217,1289.501774,3223.754434,2410.171393,2836.194118,709.048529,3342.657353
2022,7,18,1002.548198,1670.913663,1336.73093,3341.827326,2159.717588,1181.574662,1969.291103,1575.432882,3938.582205,2545.381444,2849.535294,712.383824,3358.380882
2022,7,19,1265.752692,2109.58782,1687.670256,4219.175641,2720.770968,1491.779959,2486.299931,1989.039945,4972.599862,3206.622926,3162.517647,790.629412,3727.252941
2022,7,20,1256.481543,2094.135905,1675.308724,4188.27181,2721.283986,1480.853247,2468.088745,1974.470996,4936.17749,3207.227555,3095.935294,773.983824,3648.780882
2022,7,21,1256.56908,2094.2818,1675.42544,4188.5636,2775.907621,1480.956416,2468.260693,1974.608554,4936.521386,3271.60541,3104.129412,776.032353,3658.438235
2022,7,22,1255.554372,2092.59062,1674.072496,4185.18124,2713.027501,1479.76051,2466.267516,1973.014013,4932.535033,3197.496698,3098.035294,774.508824,3651.255882
2022,7,23,980.905381,1634.842301,1307.873841,3269.684602,2395.270925,1156.067056,1926.778426,1541.422741,3853.556852,2822.997876,2954.988235,738.747059,3482.664706
2022,7,24,850.058098,1416.763497,1133.410798,2833.526995,2111.434054,1001.854187,1669.756979,1335.805583,3339.513958,2488.475849,2646.576471,661.644118,3119.179412
2022,7,25,1196.848686,1994.74781,1595.798248,3989.49562,2756.95226,1410.571665,2350.952776,1880.762221,4701.905552,3249.265164,3152.470588,788.117647,3715.411765
2022,7,26,1165.182977,1941.971629,1553.577303,3883.943257,3057.377293,1373.251366,2288.752277,1831.001821,4577.504553,3603.337524,3186.441176,796.610294,3755.448529
2022,7,27,1173.505465,1955.842442,1564.673953,3911.684884,3137.493256,1383.060012,2305.100021,1844.080017,4610.200042,3697.759909,3088.564706,772.141176,3640.094118
2022,7,28,1186.480255,1977.467092,1581.973673,3954.934183,3304.351354,1398.351729,2330.586215,1864.468972,4661.17243,3894.414096,2940.370588,735.092647,3465.436765
2022,7,29,1222.558948,2037.598247,1630.078598,4075.196494,3187.164435,1440.873046,2401.455077,1921.164061,4802.910153,3756.300941,2801.235294,700.308824,3301.455882
2022,7,30,961.64575,1602.742916,1282.194333,3205.485832,2915.334448,1133.368205,1888.947008,1511.157607,3777.894016,3435.929885,2865.017647,716.254412,3376.627941
2022,7,31,833.369223,1388.948706,1111.158965,2777.897411,3078.730613,982.185156,1636.97526,1309.580208,3273.950521,3628.503937,2862.052941,715.513235,3373.133824
2022,8,1,1194.973329,1991.622215,1593.297772,3983.24443,3134.750778,1408.361424,2347.269039,1877.815231,4694.538078,3694.527703,3044.835294,761.208824,3588.555882
2022,8,2,1241.859258,2069.765429,1655.812344,4139.530859,3255.078012,1463.619839,2439.366399,1951.493119,4878.732798,3836.341943,3062.047059,765.511765,3608.841176
2022,8,3,1275.901763,2126.502938,1701.20235,4253.005876,3394.954286,1503.741363,2506.235605,2004.988484,5012.471211,4001.196123,3103.8,775.95,3658.05
2022,8,4,1256.829016,2094.715027,1675.772022,4189.430055,3434.250601,1481.262769,2468.771282,1975.017026,4937.542564,4047.509637,3047.429412,761.857353,3591.613235
2022,8,5,1166.538513,1944.230854,1555.384683,3888.461709,2457.049815,1374.848961,2291.414935,1833.131948,4582.829871,2895.808711,2882.888235,720.722059,3397.689706
2022,8,6,933.699062,1556.165103,1244.932082,3112.330206,2040.853875,1100.431037,1834.051728,1467.241383,3668.103457,2405.292067,2793.205882,698.301471,3291.992647
2022,8,7,845.916977,1409.861628,1127.889303,2819.723257,2293.277688,996.97358,1661.622633,1329.298107,3323.245267,2702.79156,2764.629412,691.157353,3258.313235
2022,8,8,1191.463671,1985.772786,1588.618228,3971.545571,3038.344006,1404.225041,2340.375069,1872.300055,4680.750137,3580.905436,2961.452941,740.363235,3490.283824
2022,8,9,1181.631486,1969.38581,1575.508648,3938.77162,3267.338501,1392.637109,2321.061848,1856.849478,4642.123695,3850.791804,2617.011765,654.252941,3084.335294
2022,8,10,1147.526901,1912.544834,1530.035867,3825.089668,3123.32732,1352.442418,2254.070697,1803.256558,4508.141395,3681.064341,2844.635294,711.158824,3352.605882
2022,8,11,933.715728,1556.192881,1244.954305,3112.385761,2718.790669,1100.45068,1834.084467,1467.267573,3668.168933,3204.289003,2683.552941,670.888235,3162.758824
2022,8,12,1028.157435,1713.595725,1370.87658,3427.191449,2744.80832,1211.756977,2019.594961,1615.675969,4039.189922,3234.952663,2640.894118,660.223529,3112.482353
2022,8,13,742.985329,1238.308881,990.647105,2476.617762,2206.136006,875.66128,1459.435467,1167.548373,2918.870934,2600.088864,2714.394118,678.598529,3199.107353
2022,8,14,689.200876,1148.668126,918.934501,2297.336253,2224.850408,812.272461,1353.787435,1083.029948,2707.574869,2622.145124,2713.9,678.475,3198.525
2022,8,15,921.311608,1535.519347,1228.415478,3071.038694,2433.039464,1085.831538,1809.71923,1447.775384,3619.438461,2867.510797,2765.123529,691.280882,3258.895588
2022,8,16,961.332542,1602.220903,1281.776722,3204.441805,2749.447701,1132.999067,1888.331778,1510.665422,3776.663556,3240.420505,3022.270588,755.567647,3561.961765
2022,8,17,991.529283,1652.548805,1322.039044,3305.097609,2679.480341,1168.588083,1947.646806,1558.117444,3895.293611,3157.958974,2986.405882,746.601471,3519.692647
2022,8,18,1062.344585,1770.574308,1416.459446,3541.148615,2521.230424,1252.048975,2086.748291,1669.398633,4173.496582,2971.450142,3000.117647,750.029412,3535.852941
2022,8,19,1025.230448,1708.717413,1366.973931,3417.434826,2293.256497,1208.307314,2013.845523,1611.076418,4027.691045,2702.766586,2989.164706,747.291176,3522.944118
2022,8,20,864.784056,1441.30676,1153.045408,2882.613521,1737.902714,1019.209781,1698.682968,1358.946374,3397.365935,2048.242484,2890.382353,722.595588,3406.522059
2022,8,21,816.382707,1360.637845,1088.510276,2721.27569,1799.304957,962.165333,1603.608889,1282.887111,3207.217778,2120.609414,2874.652941,718.663235,3387.983824
2022,8,22,1117.805485,1863.009142,1490.407313,3726.018283,2494.949941,1317.413607,2195.689345,1756.551476,4391.378691,2940.476716,3154.611765,788.652941,3717.935294
2022,8,23,1230.769113,2051.281856,1641.025484,4102.563711,2873.809016,1450.549312,2417.582187,1934.06575,4835.164374,3386.989197,3164.988235,791.247059,3730.164706
2022,8,24,1191.556745,1985.927909,1588.742327,3971.855818,3310.3172,1404.334736,2340.557893,1872.446314,4681.115786,3901.445272,3045.411765,761.352941,3589.235294
2022,8,25,1118.228438,1863.714064,1490.971251,3727.428128,3051.52697,1317.912088,2196.520147,1757.216118,4393.040294,3596.442501,2957.211765,739.302941,3485.285294
2022,8,26,1047.295645,1745.492742,1396.394194,3490.985484,3086.107345,1234.312725,2057.187875,1645.7503,4114.375749,3637.197942,3074.111765,768.527941,3623.060294
